Sequência;Data oficial;Ofício (antigo);Título;Tipo;Órgão;Ofícios;Cidade;Situação;Criador
493;30/03/2023;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Santana do Itararé - PR;Priorizar;"Felipe - "
491;30/03/2023;;Serviços e Reforma;Serviços;;;Barra do Jacaré - PR;Priorizar;"Felipe - "
490;17/07/2025;;Veículo Van;1º Setor;Secretaria de Estado das Cidades - SECID;;Califórnia - PR;Priorizar;"Felipe - "
489;29/03/2023;;Ampliação Apae;Educação e Cultura;;;Capanema - PR;Priorizar;Maria Fatima
488;29/03/2023;;Recursos - Emenda Parlamentar;1º Setor;;;Curitiba - PR;Priorizar;"Felipe - "
487;27/03/2023;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;"342/2023-Veículo ";Ubiratã - PR;Atendida;Maria Fatima
486;27/03/2023;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;;Capanema - PR;Atendida;Maria Fatima
485;23/03/2023;;Banco de Alimentos - Comida Boa;1º Setor;Ceasa Pr;10/2023-Comida Boa;Curitiba - PR;Atendido Marcar Entrega;Maria Fatima
484;21/03/2023;;Colocação e/ou manutenção placas nas rodovias PR 466;1º Setor;Secretaria de Estado de Infraestrutura e Logística - SEIL;6/2023-Colocação e/ou manutenção placas em rodovias;Ivaiporã - PR;Em andamento;Maria Fatima
483;16/03/2023;;Construção quadra de esporte;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Manoel Ribas - PR;Priorizar;Maria Fatima
482;16/03/2023;;Contratação de 01 Agente;1º Setor;Secretaria de Estado da Educação - SEED;;Manoel Ribas - PR;Priorizar;Maria Fatima
481;16/03/2023;;Recapeamento Asfáltico;1º Setor;Secretaria de Estado de Infraestrutura e Logística - SEIL;;São José da Boa Vista - PR;Priorizar;Maria Fatima
480;16/03/2023;;Inclusão Programa Esporte na Cidade;1º Setor;Secretaria de Estado do Esporte - SEES (Antigo Paraná Esporte);;Laranjeiras do Sul - PR;Priorizar;Maria Fatima
479;14/03/2023;;Banco de Alimentos - Comida Boa;1º Setor;Secretaria de Estado da Agricultura - SEAB;;Arapongas - PR;Atendido Marcar Entrega;Maria Fatima
478;14/03/2023;;Van;1º Setor;Centro de Referência de Assistência Social - CRAS;;Itambaracá - PR;Priorizar;Maria Fatima
477;13/03/2023;;Espaço para Atendimento Equipe Técnica do SUS;1º Setor;;;Mallet - PR;Atendida parcialmente;Maria Fatima
476;08/07/2019;;PROJETO DE LEI 524/2019 - DEPUTADO RODRIGO ESTACHO, DEPUTADO BAZANA;Projeto de Lei;ALEP - Assembleia Legislativa do Pr.;;;Em andamento;Yan Domit
474;07/03/2023;;Construção Escola APAE - 100%;1º Setor;Secretaria de Estado das Cidades - SECID;75/2023-Unidade Nova Apae;Nossa Senhora das Graças - PR;Atendida;Maria Fatima
472;25/01/2023;;Veículo;1º Setor;;;Curitiba - PR;Priorizar;Maria Fatima
471;23/01/2023;;Parquinho e outros;1º Setor;;;São Tomé - PR;Priorizar;Maria Fatima
470;13/12/2022;;Projeto Temperando Vidas;1º Setor;;;Curitiba - PR;Priorizar;"Felipe - "
469;12/12/2022;;Fundação Ecumênica de Proteção ao Excepcional- FEPE;Outros;;;;Priorizar;"Felipe - "
468;12/12/2022;;Ampliação Rede Distribuição;1º Setor;Copel;;Arapongas - PR;Não atendida;Mauricio Juliano
466;06/12/2022;;Piscina aquecida;1º Setor;outros;;Quatiguá - PR;Priorizar;"Felipe - "
465;02/12/2022;;Unidades Móveis do Programa OdontoSesc;1º Setor;Secretaria de Estado da Saúde - SESA;;Guapirama - PR;Priorizar;"Felipe - "
464;30/11/2022;;Gerador solar fotovoltáico;1º Setor;;;Santa Isabel do Ivaí - PR;Priorizar;"Felipe - "
462;23/11/2022;;Verba p/ revitalização, aquisição de equipamentos;1º Setor;;;Peabiru - PR;Priorizar;"Felipe - "
461;23/11/2022;;Diversas demandas;1º Setor;Secretaria de Estado da Educação - SEED;;Japira - PR;Priorizar;"Felipe - "
459;21/11/2022;;Demandas - Captação;Assistencia Social;;;Nova Tebas - PR;Atendida;Lucilene Marques
458;19/09/2022;;Saúde - Caso Valentim;Saúde;;;Flor da Serra do Sul - PR;Atendida parcialmente;Lucilene Marques
457;18/11/2022;;Manutenção Ponte;Infraestrutura e Logística;Secretaria de Estado de Infraestrutura e Logística - SEIL;79/2022-Manutenção de Ponte;Carlópolis - PR;Atendida em Acompanhamento;Mauricio Juliano
456;14/09/2022;;Quadra Poliesportiva;1º Setor;Secretaria de Estado da Educação - SEED;;São Jerônimo da Serra - PR;Priorizar;Lucilene Marques
455;07/11/2022;;Melhora do espaço físico - quadra;Educação e Cultura;;;Ampére - PR;Priorizar;"Felipe - "
452;01/11/2022;;Solicitação de Informação;1º Setor;Secretaria de Estado da Saúde - SESA;;Curitiba - PR;Atendida;Mauricio Juliano
449;28/10/2022;;Pintura do prédio.;1º Setor;;;Matelândia - PR;Priorizar;"Felipe - "
448;28/10/2022;;Reforma troca cobertura e telhado;1º Setor;Associação de Pais e Amigos dos Excepcionais - APAE;27/2022-Disponibilização de recursos. Ofício e Projeto.;Guaraniaçu - PR;Priorizar;"Felipe - "
447;27/10/2022;;Doação Terreno;1º Setor;;;Santa Isabel do Ivaí - PR;Priorizar;Lucilene Marques
446;27/10/2022;;Instalação de Barreira Rígida New Jersey - PR-444;Infraestrutura e Logística;Secretaria de Estado de Infraestrutura e Logística - SEIL;;Arapongas - PR;Em andamento;Mauricio Juliano
445;26/10/2022;;Ampliação da escola, Quadra Esporte/ Veículo Van Adaptado / Academia ao Ar Livre;1º Setor;;9/2022-Ampliação da escola;Laranjal - PR;Priorizar;"Felipe - "
443;26/10/2022;;Sala de informática com computadores e internet;1º Setor;;;São Mateus do Sul - PR;Priorizar;Maria Fatima
442;26/10/2022;;Mesa interativa digital;1º Setor;;;São Mateus do Sul - PR;Priorizar;Maria Fatima
441;26/10/2022;;Equiparação salarial dos funcionários;1º Setor;;;São Mateus do Sul - PR;Atendida parcialmente;Maria Fatima
440;26/10/2022;;Sala de estimulação multidisciplinar;1º Setor;;;São Mateus do Sul - PR;Priorizar;Maria Fatima
439;26/10/2022;;Implantação Centro Cultural;1º Setor;;;São Mateus do Sul - PR;Priorizar;Maria Fatima
438;26/10/2022;;Implantação Centro Dia;1º Setor;;;São Mateus do Sul - PR;Priorizar;Maria Fatima
437;26/10/2022;;Habilitação do CER-II;1º Setor;;216/2022- criação do CER- IV;São Mateus do Sul - PR;Priorizar;Maria Fatima
435;26/10/2022;;Aquisição equipamentos reabilitação;1º Setor;;;São Mateus do Sul - PR;Priorizar;Maria Fatima
432;26/10/2022;;Aquisição kit aquecedor Solar;1º Setor;;;São Mateus do Sul - PR;Priorizar;Maria Fatima
430;26/10/2022;;Ampliação equipamento fotovoltaico;1º Setor;;7/2022-Atendimentos realizados na área da saúde;São Mateus do Sul - PR;Priorizar;"Felipe - "
427;26/10/2022;;Estrutura do termo de colaboração.;Outros;Secretaria de Estado da Saúde - SESA;;Antônio Olinto - PR;Atendida parcialmente;"Felipe - "
426;26/10/2022;;Aumento de procedimento Convênio com o SUS. Reajuste salarial adequado.;1º Setor;Secretaria de Estado da Educação - SEED;18/2022-Aumento de procedimento para o Convênio com o SUS. Reajuste salarial adequado.;Realeza - PR;Atendida parcialmente;"Felipe - "
425;26/10/2022;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;"124/2023-Veículo ";Pinhal de São Bento - PR;Atendido Marcar Entrega;"Felipe - "
424;25/10/2022;;Ampliação do espaço da Cozinha, Ajustes Temo Convênio;1º Setor;Secretaria de Estado da Educação - SEED;9/2022-Solicitações APAE- Pérola D Oeste;Pérola d`Oeste - PR;Atendida parcialmente;"Felipe - "
422;25/10/2022;;Ampliação de salas de aulas e Ajustes Termos Convênio;1º Setor;Secretaria de Estado da Educação - SEED;;Pranchita - PR;Atendida parcialmente;"Felipe - "
421;25/10/2022;;Ampliação do espaço físico/ Quadra esportes;1º Setor;Secretaria de Estado da Educação - SEED;;Bela Vista da Caroba - PR;Priorizar;"Felipe - "
417;25/10/2022;;Número reduzido de alunos/Aumento da demanda do SUS nas escolas especializadas.;Outros;Secretaria de Estado da Educação - SEED;;Quedas do Iguaçu - PR;Atendida parcialmente;"Felipe - "
416;25/10/2022;;Reforma do telhado;Outros;;;Araucária - PR;Priorizar;"Felipe - "
415;25/10/2022;;Termo aditivo para suprimento de demanda reprimida/FMAS: Verificar redução e atraso no repasse/ Ajustes salariais/ Não obrigatoriedade do Terapeuta Ocupacional;1º Setor;;;Laranjeiras do Sul - PR;Atendida parcialmente;"Felipe - "
414;25/10/2022;;Sala Sensorial;Outros;Secretaria de Estado da Educação - SEED;;Barracão - PR;Priorizar;"Felipe - "
413;25/10/2022;;Brinquedos para playground infantil ao ar livre;1º Setor;Secretaria de Estado da Educação - SEED;;Enéas Marques - PR;Priorizar;"Felipe - "
412;25/10/2022;;Construção de 4 salas de aula, 1 sala de música, 1 sala de palestrantes/reuniões e 3 banheiros.;Educação e Cultura;Secretaria de Estado da Educação - SEED;;Barracão - PR;Priorizar;"Felipe - "
410;25/10/2022;;Equiparação salarial professores, subsídios p/ pagamentos de: vale-transporte e vale-alimentação.;1º Setor;Secretaria de Estado da Educação - SEED;;Itapejara d`Oeste - PR;Atendida parcialmente;"Felipe - "
408;25/10/2022;;Vaga para professores e serviços gerais;1º Setor;Secretaria de Estado da Educação - SEED;80/2022-Vaga- Professores Ed. Física;São João - PR;Priorizar;"Felipe - "
406;25/10/2022;;Projeto meu campinho ou Mini quadra/ projeto placa solar/ revisão do porte de escola/ horário único/Dia sem interação.;1º Setor;Secretaria de Estado da Educação - SEED;;Sulina - PR;Priorizar;"Felipe - "
405;25/10/2022;;Veículo Ônibus Adaptado, salas aulas, garagem / Ajustes Termo Convênio;1º Setor;Secretaria de Estado da Educação - SEED;;Mariópolis - PR;Atendida parcialmente;"Felipe - "
402;24/10/2022;;Rampa de Acessibilidade / Sala do SUS;1º Setor;;;Realeza - PR;Priorizar;"Felipe - "
400;21/10/2022;;Construção Escola APAE - 100%;1º Setor;Secretaria de Estado das Cidades - SECID;;Capitão Leônidas Marques - PR;Atendida;"Felipe - "
399;21/10/2022;;Ampliação do ambiente físico de cozinha e depósito/dispensa;Outros;;;Capanema - PR;Priorizar;"Felipe - "
398;21/10/2022;;Veículo / etc;1º Setor;Secretaria de Estado da Saúde - SESA;;Santo Antônio do Sudoeste - PR;Atendida;"Felipe - "
397;21/10/2022;;reforma de prédio;1º Setor;;;Ubiratã - PR;Priorizar;"Felipe - "
396;21/10/2022;;Aquisição de equipamentos, pagamento funcionários e etc.;1º Setor;;;Medianeira - PR;Priorizar;"Felipe - "
395;21/10/2022;;Custeio - Emenda Parlamentar;Emendas;;;Curitiba - PR;Em andamento;Lucilene Marques
393;19/10/2022;;Centro Dia - Implantação;"Social ";;;Araruna - PR;Priorizar;Lucilene Marques
391;19/10/2022;;Ampliação sala de Aula e sala pedagógica;1º Setor;;;São Sebastião da Amoreira - PR;Priorizar;Maria Fatima
390;13/10/2022;;Programa Compra Direta Paraná;1º Setor;Secretaria de Estado da Agricultura - SEAB;72/2022-Oficio SEAB - Compra Direta Paraná, 72/2022-Atendimento a pessoa com deficiência;Curitiba - PR;Não atendida;Mauricio Juliano
389;13/10/2022;;Parquinho;1º Setor;Secretaria de Estado do Esporte - SEES;;São Jerônimo da Serra - PR;Priorizar;Maria Fatima
388;07/10/2022;;Redutor de Velocidade;1º Setor;Secretaria de Estado de Infraestrutura e Logística - SEIL;"37/2022-Redutor de Velocidade PR444, 70/2022-Associação Sagrada Família ";Arapongas - PR;Arquivada;Mauricio Juliano
387;25/08/2022;;Substituição de Professor;1º Setor;Secretaria de Estado da Educação - SEED;;Manoel Ribas - PR;Atendida;Maria Fatima
385;16/08/2022;;Gerador de energia;Educação e Cultura;Secretaria de Estado da Educação - SEED;;Guaraqueçaba - PR;Atendida em Acompanhamento;Maria Fatima
383;10/08/2022;;26 climatizadores;Educação e Cultura;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida parcialmente;Maria Fatima
382;10/08/2022;;Climarizadores - Ar-condicionado (26);1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
381;10/08/2022;;Escola Municipal Apae - Reforma e Ampliação;1º Setor;Secretaria de Estado das Cidades - SECID;;Tamarana - PR;Em andamento;Maria Fatima
379;10/08/2022;;Gratificação Professor;Educação e Cultura;Secretaria de Estado da Educação - SEED;;Lapa - PR;Em andamento;Mauricio Juliano
377;04/08/2022;;Termo de Convênio Melhorias Serviços de Saúde/SUS;1º Setor;Secretaria de Estado da Saúde - SESA;;Guairaçá - PR;Atendida;Maria Fatima
376;03/08/2022;;Proposta Arrendamento e/ou Compra Usina Solar;1º Setor;;;Santo Antônio da Platina - PR;Priorizar;Maria Fatima
375;03/08/2022;;Pauta da Área da Deficiência Visual no Pr;1º Setor;;;Curitiba - PR;Priorizar;Maria Fatima
374;03/08/2022;;Manifestação Preocupação Atendimento Pessoa com Deficiência;1º Setor;Ministério da Mulher, Família e Direitos Humanos;;Curitiba - PR;Priorizar;Maria Fatima
373;03/08/2022;;Triagem Neonatal/Pronas/PCD;3º Setor;Ministério da Saúde;;Brasília - DF;Priorizar;Maria Fatima
372;03/08/2022;;Apoiamento Triagem Neonatal/Pronas/PCD;1º Setor;Ministério da Saúde;;Curitiba - PR;Priorizar;Maria Fatima
371;02/08/2022;;Projeto Energias Renováveis e Não Renováveis - EJA;1º Setor;;;Marumbi - PR;Priorizar;Maria Fatima
370;02/08/2022;;Recursos Equipamentos Hidroterapia;1º Setor;;;Mandaguari - PR;Priorizar;Maria Fatima
369;02/08/2022;;Atendimento/Acompanhamento Paciente em Reabilitação.;1º Setor;;;Mandaguari - PR;Priorizar;Maria Fatima
368;02/08/2022;;Terreno;1º Setor;Secretaria de Estado da Justiça e Cidadania - SEJU;;Curitiba - PR;Em andamento;Maria Fatima
367;02/08/2022;;Terreno;1º Setor;Secretaria de Estado da Justiça e Cidadania - SEJU;;Curitiba - PR;Arquivada;Maria Fatima
366;02/08/2022;;Pautas tratadas referentes áreas Justiça, Família e Trabalho;1º Setor;Secretaria de Estado da Justiça e Cidadania - SEJU;;Curitiba - PR;Em andamento;Maria Fatima
365;02/08/2022;;Construção Escola APAE;1º Setor;Secretaria de Estado das Cidades - SECID;75/2023-Unidade Nova Apae;Santa Mônica - PR;Arquivada;Maria Fatima
364;02/08/2022;;Construção Escola APAE - 100%;1º Setor;Secretaria de Estado das Cidades - SECID;;Guamiranga - PR;Atendida;Maria Fatima
363;02/08/2022;;Construção Escola APAE - 100%;1º Setor;Secretaria de Estado das Cidades - SECID;75/2023-Unidade Nova Apae;Altamira do Paraná - PR;Atendido entregue;Maria Fatima
362;04/11/2025;;Veiculo;1º Setor;Secretaria de Estado das Cidades - SECID;;Morretes - PR;Priorizar;Mauricio Juliano
361;19/07/2022;;Trevo e Adequação;Infraestrutura e Logística;Secretaria de Estado de Infraestrutura e Logística - SEIL;65/2022-Trevo - Campinho;Arapongas - PR;Em andamento;Mauricio Juliano
360;06/07/2022;;Obras e equipamentos;Obra;;;Barra do Jacaré - PR;Priorizar;Mauricio Juliano
359;06/07/2022;;Termos Aditivos - SEED;1º Setor;Secretaria de Estado da Educação - SEED;;São Sebastião da Amoreira - PR;Atendida parcialmente;Mauricio Juliano
355;23/06/2022;;Materiais esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;São Pedro do Ivaí - PR;Atendido Marcar Entrega;Maria Fatima
354;23/06/2022;;Doação de lotes;1º Setor;Copel;;Figueira - PR;Atendida;Mauricio Juliano
353;21/06/2022;;Substituição de Vaga QPM;1º Setor;Secretaria de Estado da Educação - SEED;;Centenário do Sul - PR;Não atendida;Maria Fatima
352;21/06/2022;;Reconhecimento Curso Técnico Em Administração;1º Setor;Secretaria de Estado da Educação - SEED;;Apucarana - PR;Atendida;Maria Fatima
351;21/06/2022;;Reforma e Manutenção - Escola Bonita 1;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
350;21/06/2022;;Escola Mais Bonita;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
349;21/06/2022;;Escola Mais Bonita;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
348;21/06/2022;;Escola Mais Bonita;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
347;21/06/2022;;Escola Mais Bonita;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
346;21/06/2022;;Escola Mais Bonita;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;;Arapongas - PR;Atendida;Maria Fatima
344;13/06/2022;;Contribuições a Entidades;1º Setor;Secretaria de Estado da Saúde - SESA;;Ortigueira - PR;Atendida;Maria Fatima
343;13/06/2022;;Construção Escola Municipal - Casa da Paz;1º Setor;Secretaria de Estado das Cidades - SECID;;Dois Vizinhos - PR;Atendida;Maria Fatima
342;03/06/2022;;materiais esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Dois Vizinhos - PR;Atendido Marcar Entrega;Maria Fatima
341;03/06/2022;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;;Goioxim - PR;Atendido Marcar Entrega;Maria Fatima
339;03/06/2022;;Fraldas Geriátricas;1º Setor;Provopar - Programa do Voluntariado Paranaense;;Rosário do Ivaí - PR;Arquivada;Mauricio Juliano
338;03/06/2022;;Recapeamento;1º Setor;Secretaria de Estado das Cidades - SECID;51/2022-Recapeamento;Tuneiras do Oeste - PR;Em andamento;Mauricio Juliano
336;01/06/2022;;Veículo  - Prioridade 94;1º Setor;Secretaria de Estado das Cidades - SECID;;Bandeirantes - PR;Atendida;Maria Fatima
335;25/05/2022;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;4/2022-Aquisição de veículo;Curitiba - PR;Priorizar;Maria Fatima
334;20/10/2023;;Banco de Alimentos - Comida Boa;1º Setor;Secretaria de Estado da Agricultura - SEAB;;Itaperuçu - PR;Em andamento;Maria Fatima
333;24/05/2022;;Banco de Alimentos - Comida Boa;1º Setor;Secretaria de Estado da Agricultura - SEAB;;Palotina - PR;Priorizar;Maria Fatima
332;24/05/2022;;Banco de Alimentos - Comida Boa;1º Setor;Secretaria de Estado da Agricultura - SEAB;;Matelândia - PR;Priorizar;Maria Fatima
331;24/05/2022;;PROGRAMA/PROJETO COOPERA PARANÁ;1º Setor;Secretaria de Estado da Agricultura - SEAB;;Arapongas - PR;Atendido entregue;Maria Fatima
329;19/05/2022;;Cobertores;1º Setor;Provopar - Programa do Voluntariado Paranaense;;Santa Maria do Oeste - PR;Priorizar;Mauricio Juliano
328;19/05/2022;;Barracas - Feira Livre;1º Setor;Secretaria de Estado da Agricultura - SEAB;;Planaltina do Paraná - PR;Atendido Marcar Entrega;Mauricio Juliano
327;18/05/2022;;22 Climatizadores;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;44/2022-Climatizadores;Apucarana - PR;Atendida;Mauricio Juliano
326;18/05/2022;;Psicólogo;1º Setor;Secretaria de Estado da Educação - SEED;42/2022-Psicologo;Carlópolis - PR;Não atendida;Mauricio Juliano
324;17/05/2022;;Materiais Esportivos;1º Setor;Secretaria de Estado do Esporte - SEES;39/2022-Materiais Esportivos;Campo Largo - PR;Arquivada;Mauricio Juliano
323;16/05/2022;;Container;1º Setor;;;Matelândia - PR;Priorizar;Mauricio Juliano
322;16/05/2022;;Construção Cozinha Com Refeitório/Miniginásio;1º Setor;;;Campo Bonito - PR;Priorizar;Mauricio Juliano
320;16/05/2022;;Construção quadra coberta/muro;1º Setor;;;Ivaí - PR;Priorizar;Mauricio Juliano
319;16/05/2022;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;;Arapongas - PR;Atendido entregue;Mauricio Juliano
317;11/05/2022;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;;Piên - PR;Priorizar;Mauricio Juliano
316;10/04/2024;;Veículo - Recurso fechamento Ginásio;1º Setor;Secretaria de Estado da Saúde - SESA;;Mariópolis - PR;Atendida;Mauricio Juliano
314;06/11/2025;;Veículo Van;1º Setor;Secretaria de Estado das Cidades - SECID;;Grandes Rios - PR;Priorizar;Mauricio Juliano
313;11/05/2022;;Veículo;Educação e Cultura;Secretaria de Estado das Cidades - SECID;;Florestópolis - PR;Priorizar;Mauricio Juliano
312;11/05/2022;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;;Coronel Vivida - PR;Priorizar;Mauricio Juliano
309;11/05/2022;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;;São Sebastião da Amoreira - PR;Atendido entregue;Mauricio Juliano
308;10/05/2022;;Banco de Alimentos - Comida Boa;1º Setor;Secretaria de Estado da Agricultura - SEAB;38/2022-BANCO DE ALIMENTOS - COMIDA BOA;Curitiba - PR;Atendido Marcar Entrega;Mauricio Juliano
307;28/04/2022;;Viaturas;1º Setor;Secretaria de Estado da Segurança Pública - SESP;10/2022-Viatura , 37/2022-Viaturas Carlópolis;Carlópolis - PR;Não atendida;Mauricio Juliano
306;26/04/2022;;Promoção;1º Setor;Secretaria de Estado da Educação - SEED;;Apucarana - PR;Atendida;Mauricio Juliano
304;25/04/2022;;Banco de Alimentos - Comida Boa;1º Setor;Secretaria de Estado da Agricultura - SEAB;35/2022-BANCO DE ALIMENTOS - COMIDA BOA;General Carneiro - PR;Cancelada;Mauricio Juliano
303;25/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Jataizinho - PR;Atendido Marcar Entrega;Maria Fatima
301;25/04/2022;;Veículo Ônibus Adaptado Apae;Outros;;;Campo Magro - PR;Priorizar;Mauricio Juliano
300;25/04/2022;;Fechamento Quadra de Esportes;1º Setor;;;Saudade do Iguaçu - PR;Priorizar;Mauricio Juliano
299;20/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Reserva do Iguaçu - PR;Atendido Marcar Entrega;Maria Fatima
298;13/04/2022;;execução de projetos, aquisição  equipamentos/previsão de custos/alimentação/VAN.;Emendas;;;Campo Largo - PR;Priorizar;Mauricio Juliano
297;12/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Cambé - PR;Atendido Marcar Entrega;Mauricio Juliano
296;11/04/2022;;Banco de Alimentos - Comida Boa;1º Setor;Secretaria de Estado da Agricultura - SEAB;34/2022-BANCO DE ALIMENTOS - COMIDA BOA, 34/2022-CEASA- COMIDA BOA;São Sebastião da Amoreira - PR;Aguardando atendimento;Mauricio Juliano
295;11/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Arapongas - PR;Atendido Marcar Entrega;Mauricio Juliano
294;11/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Arapongas - PR;Atendido Marcar Entrega;Mauricio Juliano
293;11/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Londrina - PR;Atendido Marcar Entrega;Mauricio Juliano
291;08/04/2022;;Doação de Terreno;1º Setor;;25/2022-Doação Terreno;Morretes - PR;Atendida parcialmente;Mauricio Juliano
290;08/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Santa Isabel do Ivaí - PR;Atendido Marcar Entrega;Maria Fatima
289;08/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Guairaçá - PR;Atendido Marcar Entrega;Maria Fatima
288;07/04/2022;;Construção Pronto-Socorro;Saúde;Secretaria de Estado da Saúde - SESA;;Arapongas - PR;Em andamento;Mauricio Juliano
287;16/03/2022;;COMPUTADORES;1º Setor;;;Turvo - PR;Priorizar;Lusia Constantino
286;05/04/2022;;Cobertura quadra;Outros;;;Cândido de Abreu - PR;Priorizar;Mauricio Juliano
285;05/04/2022;;Construção de Anfiteatro;1º Setor;;;Chopinzinho - PR;Priorizar;Mauricio Juliano
284;04/04/2022;;Calçada Paver no Pátio;1º Setor;;;Itaúna do Sul - PR;Priorizar;Mauricio Juliano
283;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Florestópolis - PR;Atendido Marcar Entrega;Maria Fatima
282;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Faxinal - PR;Atendido Marcar Entrega;Maria Fatima
281;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Sabáudia - PR;Atendido Marcar Entrega;Maria Fatima
280;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Mauá da Serra - PR;Atendido Marcar Entrega;Maria Fatima
279;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Manoel Ribas - PR;Atendido Marcar Entrega;Maria Fatima
278;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Roncador - PR;Atendido Marcar Entrega;Maria Fatima
277;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Apucarana - PR;Atendido Marcar Entrega;Maria Fatima
276;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Califórnia - PR;Atendido Marcar Entrega;Maria Fatima
275;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Arapongas - PR;Atendido Marcar Entrega;Maria Fatima
274;04/04/2022;;Materiais Esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;Arapongas - PR;Atendido Marcar Entrega;Maria Fatima
273;04/04/2022;;materiais esportivos - prioridade;1º Setor;Secretaria de Estado do Esporte - SEES;;General Carneiro - PR;Atendido Marcar Entrega;Maria Fatima
272;28/07/2022;;Troca Fiação e quadro;1º Setor;Fundepar - Instituto Paranaense de  Desenvolvimento Educacional;33/2022-Troca de Fiação;Chopinzinho - PR;Atendida;Mauricio Juliano
271;31/03/2022;;Ampliação turmas;1º Setor;Secretaria de Estado da Educação - SEED;;Chopinzinho - PR;Atendida;Mauricio Juliano
270;31/03/2022;;Ampliação CMEI;1º Setor;;41/2022-Ampliação CMEI;Califórnia - PR;Priorizar;Mauricio Juliano
268;31/03/2022;;Carreta do Conhecimento;Família;;;Salto do Itararé - PR;Priorizar;Mauricio Juliano
267;19/03/2024;;Veículo;1º Setor;Secretaria de Estado das Cidades - SECID;;Querência do Norte - PR;Atendida;Mauricio Juliano
266;31/03/2022;;RENOVAÇÃO CONTRATO ASSISTENCIAL + DOCUMENTO DESCRITIVO DAS METAS;Saúde;Secretaria de Estado da Saúde - SESA;"30/2022-Protocolo Santa Casa ";Arapongas - PR;Em andamento;Mauricio Juliano
264;30/03/2022;;Carreta do Conhecimento;1º Setor;Secretaria de Estado do Trabalho, Qualificação e Renda - SETR;31/2022-Carreta do Conhecimento;Carlópolis - PR;Atendida;Mauricio Juliano
263;30/03/2022;;Reformas diversas, cobertura piscina, pintura e parque adaptado;1º Setor;outros;;Ribeirão do Pinhal - PR;Priorizar;Mauricio Juliano
260;28/03/2022;;Energia Solar;1º Setor;;;Rebouças - PR;Priorizar;Mauricio Juliano
